Training Start
The snr is 19.0, the inner channel is 4, the ratio is 0.08

  0%|          | 0/1000 [00:00<?, ?it/s]
Epoch 0:   0%|          | 0/1000 [00:00<?, ?it/s]
Epoch 0:   0%|          | 0/1000 [00:06<?, ?it/s, lr=0.001, time=6.8, train_loss=897, val_loss=535]
Epoch 0:   0%|          | 1/1000 [00:06<1:53:18,  6.81s/it, lr=0.001, time=6.8, train_loss=897, val_loss=535]
Epoch 1:   0%|          | 1/1000 [00:06<1:53:18,  6.81s/it, lr=0.001, time=6.8, train_loss=897, val_loss=535]
Epoch 1:   0%|          | 1/1000 [00:12<1:53:18,  6.81s/it, lr=0.001, time=5.37, train_loss=421, val_loss=361]
Epoch 1:   0%|          | 2/1000 [00:12<1:39:09,  5.96s/it, lr=0.001, time=5.37, train_loss=421, val_loss=361]
Epoch 2:   0%|          | 2/1000 [00:12<1:39:09,  5.96s/it, lr=0.001, time=5.37, train_loss=421, val_loss=361]
Epoch 2:   0%|          | 2/1000 [00:18<1:39:09,  5.96s/it, lr=0.001, time=6.61, train_loss=322, val_loss=285]
Epoch 2:   0%|          | 3/1000 [00:18<1:43:59,  6.26s/it, lr=0.001, time=6.61, train_loss=322, val_loss=285]
Epoch 3:   0%|          | 3/1000 [00:18<1:43:59,  6.26s/it, lr=0.001, time=6.61, train_loss=322, val_loss=285]
Epoch 3:   0%|          | 3/1000 [00:24<1:43:59,  6.26s/it, lr=0.001, time=5.98, train_loss=267, val_loss=288]
Epoch 3:   0%|          | 4/1000 [00:24<1:42:03,  6.15s/it, lr=0.001, time=5.98, train_loss=267, val_loss=288]
Epoch 4:   0%|          | 4/1000 [00:24<1:42:03,  6.15s/it, lr=0.001, time=5.98, train_loss=267, val_loss=288]
Epoch 4:   0%|          | 4/1000 [00:30<1:42:03,  6.15s/it, lr=0.001, time=6, train_loss=234, val_loss=217]   
Epoch 4:   0%|          | 5/1000 [00:30<1:41:04,  6.10s/it, lr=0.001, time=6, train_loss=234, val_loss=217]
Epoch 5:   0%|          | 5/1000 [00:30<1:41:04,  6.10s/it, lr=0.001, time=6, train_loss=234, val_loss=217]
Epoch 5:   0%|          | 5/1000 [00:36<1:41:04,  6.10s/it, lr=0.001, time=5.55, train_loss=212, val_loss=239]
Epoch 5:   1%|          | 6/1000 [00:36<1:37:54,  5.91s/it, lr=0.001, time=5.55, train_loss=212, val_loss=239]
Epoch 6:   1%|          | 6/1000 [00:36<1:37:54,  5.91s/it, lr=0.001, time=5.55, train_loss=212, val_loss=239]
Epoch 6:   1%|          | 6/1000 [00:43<1:37:54,  5.91s/it, lr=0.001, time=6.8, train_loss=190, val_loss=174] 
Epoch 6:   1%|          | 7/1000 [00:43<1:42:37,  6.20s/it, lr=0.001, time=6.8, train_loss=190, val_loss=174]
Epoch 7:   1%|          | 7/1000 [00:43<1:42:37,  6.20s/it, lr=0.001, time=6.8, train_loss=190, val_loss=174]
Epoch 7:   1%|          | 7/1000 [00:48<1:42:37,  6.20s/it, lr=0.001, time=5.08, train_loss=169, val_loss=159]
Epoch 7:   1%|          | 8/1000 [00:48<1:36:38,  5.85s/it, lr=0.001, time=5.08, train_loss=169, val_loss=159]
Epoch 8:   1%|          | 8/1000 [00:48<1:36:38,  5.85s/it, lr=0.001, time=5.08, train_loss=169, val_loss=159]
Epoch 8:   1%|          | 8/1000 [00:54<1:36:38,  5.85s/it, lr=0.001, time=6.46, train_loss=156, val_loss=156]
Epoch 8:   1%|          | 9/1000 [00:54<1:39:43,  6.04s/it, lr=0.001, time=6.46, train_loss=156, val_loss=156]
Epoch 9:   1%|          | 9/1000 [00:54<1:39:43,  6.04s/it, lr=0.001, time=6.46, train_loss=156, val_loss=156]
Epoch 9:   1%|          | 9/1000 [01:02<1:39:43,  6.04s/it, lr=0.001, time=7.35, train_loss=143, val_loss=139]
Epoch 9:   1%|          | 10/1000 [01:02<1:46:20,  6.44s/it, lr=0.001, time=7.35, train_loss=143, val_loss=139]
Epoch 10:   1%|          | 10/1000 [01:02<1:46:20,  6.44s/it, lr=0.001, time=7.35, train_loss=143, val_loss=139]
Epoch 10:   1%|          | 10/1000 [01:07<1:46:20,  6.44s/it, lr=0.001, time=5.88, train_loss=133, val_loss=127]
Epoch 10:   1%|          | 11/1000 [01:07<1:43:23,  6.27s/it, lr=0.001, time=5.88, train_loss=133, val_loss=127]
Epoch 11:   1%|          | 11/1000 [01:07<1:43:23,  6.27s/it, lr=0.001, time=5.88, train_loss=133, val_loss=127]
Epoch 11:   1%|          | 11/1000 [01:15<1:43:23,  6.27s/it, lr=0.001, time=7.28, train_loss=125, val_loss=118]
Epoch 11:   1%|          | 12/1000 [01:15<1:48:20,  6.58s/it, lr=0.001, time=7.28, train_loss=125, val_loss=118]
