Training Start
The snr is 19.0, the inner channel is 8, the ratio is 0.17

  0%|          | 0/1000 [00:00<?, ?it/s]
Epoch 0:   0%|          | 0/1000 [00:00<?, ?it/s]
Epoch 0:   0%|          | 0/1000 [00:08<?, ?it/s, lr=0.001, time=8.03, train_loss=3.31e+3, val_loss=2.18e+3]
Epoch 0:   0%|          | 1/1000 [00:08<2:13:48,  8.04s/it, lr=0.001, time=8.03, train_loss=3.31e+3, val_loss=2.18e+3]
Epoch 1:   0%|          | 1/1000 [00:08<2:13:48,  8.04s/it, lr=0.001, time=8.03, train_loss=3.31e+3, val_loss=2.18e+3]
Epoch 1:   0%|          | 1/1000 [00:14<2:13:48,  8.04s/it, lr=0.001, time=6.31, train_loss=1.62e+3, val_loss=1.37e+3]
Epoch 1:   0%|          | 2/1000 [00:14<1:56:48,  7.02s/it, lr=0.001, time=6.31, train_loss=1.62e+3, val_loss=1.37e+3]
Epoch 2:   0%|          | 2/1000 [00:14<1:56:48,  7.02s/it, lr=0.001, time=6.31, train_loss=1.62e+3, val_loss=1.37e+3]
Epoch 2:   0%|          | 2/1000 [00:19<1:56:48,  7.02s/it, lr=0.001, time=5.3, train_loss=1.25e+3, val_loss=1.04e+3] 
Epoch 2:   0%|          | 3/1000 [00:19<1:43:37,  6.24s/it, lr=0.001, time=5.3, train_loss=1.25e+3, val_loss=1.04e+3]
Epoch 3:   0%|          | 3/1000 [00:19<1:43:37,  6.24s/it, lr=0.001, time=5.3, train_loss=1.25e+3, val_loss=1.04e+3]
Epoch 3:   0%|          | 3/1000 [00:27<1:43:37,  6.24s/it, lr=0.001, time=7.58, train_loss=1e+3, val_loss=810]      
Epoch 3:   0%|          | 4/1000 [00:27<1:52:20,  6.77s/it, lr=0.001, time=7.58, train_loss=1e+3, val_loss=810]
Epoch 4:   0%|          | 4/1000 [00:27<1:52:20,  6.77s/it, lr=0.001, time=7.58, train_loss=1e+3, val_loss=810]
Epoch 4:   0%|          | 4/1000 [00:32<1:52:20,  6.77s/it, lr=0.001, time=4.84, train_loss=850, val_loss=765] 
Epoch 4:   0%|          | 5/1000 [00:32<1:40:45,  6.08s/it, lr=0.001, time=4.84, train_loss=850, val_loss=765]
Epoch 5:   0%|          | 5/1000 [00:32<1:40:45,  6.08s/it, lr=0.001, time=4.84, train_loss=850, val_loss=765]
Epoch 5:   0%|          | 5/1000 [00:39<1:40:45,  6.08s/it, lr=0.001, time=7.1, train_loss=765, val_loss=718] 
Epoch 5:   1%|          | 6/1000 [00:39<1:46:25,  6.42s/it, lr=0.001, time=7.1, train_loss=765, val_loss=718]
Epoch 6:   1%|          | 6/1000 [00:39<1:46:25,  6.42s/it, lr=0.001, time=7.1, train_loss=765, val_loss=718]
Epoch 6:   1%|          | 6/1000 [00:47<1:46:25,  6.42s/it, lr=0.001, time=8.04, train_loss=723, val_loss=640]
Epoch 6:   1%|          | 7/1000 [00:47<1:55:03,  6.95s/it, lr=0.001, time=8.04, train_loss=723, val_loss=640]
Epoch 7:   1%|          | 7/1000 [00:47<1:55:03,  6.95s/it, lr=0.001, time=8.04, train_loss=723, val_loss=640]
Epoch 7:   1%|          | 7/1000 [00:54<1:55:03,  6.95s/it, lr=0.001, time=7.03, train_loss=683, val_loss=695]
Epoch 7:   1%|          | 8/1000 [00:54<1:55:22,  6.98s/it, lr=0.001, time=7.03, train_loss=683, val_loss=695]
Epoch 8:   1%|          | 8/1000 [00:54<1:55:22,  6.98s/it, lr=0.001, time=7.03, train_loss=683, val_loss=695]
Epoch 8:   1%|          | 8/1000 [00:58<1:55:22,  6.98s/it, lr=0.001, time=4.27, train_loss=676, val_loss=595]
Epoch 8:   1%|          | 9/1000 [00:58<1:41:19,  6.13s/it, lr=0.001, time=4.27, train_loss=676, val_loss=595]
Epoch 9:   1%|          | 9/1000 [00:58<1:41:19,  6.13s/it, lr=0.001, time=4.27, train_loss=676, val_loss=595]
Epoch 9:   1%|          | 9/1000 [01:05<1:41:19,  6.13s/it, lr=0.001, time=6.92, train_loss=591, val_loss=599]
Epoch 9:   1%|          | 10/1000 [01:05<1:45:14,  6.38s/it, lr=0.001, time=6.92, train_loss=591, val_loss=599]
Epoch 10:   1%|          | 10/1000 [01:05<1:45:14,  6.38s/it, lr=0.001, time=6.92, train_loss=591, val_loss=599]
Epoch 10:   1%|          | 10/1000 [01:10<1:45:14,  6.38s/it, lr=0.001, time=4.75, train_loss=586, val_loss=563]
Epoch 10:   1%|          | 11/1000 [01:10<1:36:56,  5.88s/it, lr=0.001, time=4.75, train_loss=586, val_loss=563]
Epoch 11:   1%|          | 11/1000 [01:10<1:36:56,  5.88s/it, lr=0.001, time=4.75, train_loss=586, val_loss=563]
Epoch 11:   1%|          | 11/1000 [01:17<1:36:56,  5.88s/it, lr=0.001, time=6.94, train_loss=564, val_loss=508]
Epoch 11:   1%|          | 12/1000 [01:17<1:42:09,  6.20s/it, lr=0.001, time=6.94, train_loss=564, val_loss=508]
Epoch 12:   1%|          | 12/1000 [01:17<1:42:09,  6.20s/it, lr=0.001, time=6.94, train_loss=564, val_loss=508]
